央视直播,#genre#
动作片-深黑峡谷,https://hd.ijycnd.com/play/Le3GY4e6/index.m3u8
动作片-生死时速,https://hd.ijycnd.com/play/vbmPGnaY/index.m3u8
动作片-仁寺洞丑闻,https://hd.ijycnd.com/play/vbmPq0aY/index.m3u8
动作片-热血无赖,https://hd.ijycnd.com/play/0dNR9zdL/index.m3u8
动作片-少林四小龙,https://hd.ijycnd.com/play/xe7knGe7/index.m3u8
动作片-三尖树时代,https://hd.ijycnd.com/play/7axm2Jby/index.m3u8
动作片-杀人锦标赛,https://hd.ijycnd.com/play/vbmPypaY/index.m3u8
动作片-刀剑笑,https://hd.ijycnd.com/play/0dNRk6dL/index.m3u8
动作片-七金刚,https://hd.ijycnd.com/play/vbmnAGdY/index.m3u8
动作片-大漠追凶,https://hd.ijycnd.com/play/QbYnOAdz/index.m3u8
动作片-拳精,https://hd.ijycnd.com/play/7axmG9by/index.m3u8
动作片-刀剑笑新传之决战,https://hd.ijycnd.com/play/zbq9j2bp/index.m3u8
动作片-盗圣一枝梅,https://hd.ijycnd.com/play/QbYR6Kdz/index.m3u8
动作片-拳霸风云,https://hd.ijycnd.com/play/vbmPwOaY/index.m3u8
动作片-大嫂归来,https://hd.ijycnd.com/play/6dB2VYd7/index.m3u8
动作片-牛仔和外星人,https://hd.ijycnd.com/play/vbmnrRdY/index.m3u8
动作片-刀剑笑新传之花魁,https://hd.ijycnd.com/play/xe7k3je7/index.m3u8
动作片-日出英烈祠,https://hd.ijycnd.com/play/zbq9Qrbp/index.m3u8
动作片-狄仁杰：长安变,https://hd.ijycnd.com/play/7axmnrby/index.m3u8
动作片-朋友2,https://hd.ijycnd.com/play/0dN2lvdL/index.m3u8
动作片-窃听风云2（国语版）,https://hd.ijycnd.com/play/zbqrPGdp/index.m3u8
动作片-潜龙轰天2,https://hd.ijycnd.com/play/QbYnkMdz/index.m3u8
动作片-痞子大逃亡,https://hd.ijycnd.com/play/zbqrOpdp/index.m3u8
动作片-敲开天堂的门,https://hd.ijycnd.com/play/vbmnL9dY/index.m3u8
动作片-潜龙轰天3：野兽之腹,https://hd.ijycnd.com/play/Le3poOa6/index.m3u8
动作片-大明女镖师,https://hd.ijycnd.com/play/negGmrew/index.m3u8
动作片-女保镖,https://hd.ijycnd.com/play/zbqrK7dp/index.m3u8
动作片-大漠悍刀行,https://hd.ijycnd.com/play/QdJ2vKdO/index.m3u8
动作片-大明女镖师之龙凤决,https://hd.ijycnd.com/play/zbqry7dp/index.m3u8
动作片-纽约行动,https://hd.ijycnd.com/play/6dB2kQd7/index.m3u8
动作片-纳瓦隆大炮,https://hd.ijycnd.com/play/PdR09waG/index.m3u8
动作片-耐撕侦探,https://hd.ijycnd.com/play/QbYngYdz/index.m3u8
动作片-魔王,https://hd.ijycnd.com/play/negG0Zew/index.m3u8
动作片-末日杀神,https://hd.ijycnd.com/play/0dN2JNdL/index.m3u8
动作片-末日戒备,https://hd.ijycnd.com/play/zbqr1kdp/index.m3u8
动作片-墓碑镇,https://hd.ijycnd.com/play/negGgDew/index.m3u8
动作片-美国警官,https://hd.ijycnd.com/play/vbmn9pdY/index.m3u8
动作片-莫斯科大事件,https://hd.ijycnd.com/play/xe7wGOe7/index.m3u8
动作片-大二神捕,https://hd.ijycnd.com/play/PdR0zYaG/index.m3u8
动作片-魔界契约,https://hd.ijycnd.com/play/PdR0AzaG/index.m3u8
动作片-大汉十三将2烽火边城,https://hd.ijycnd.com/play/7axB3Edy/index.m3u8
动作片-木乃伊,https://hd.ijycnd.com/play/PdR0xYaG/index.m3u8
动作片-麻药王,https://hd.ijycnd.com/play/xe7wkje7/index.m3u8
动作电影42,#genre#
动作片-出走的马蹄,https://hd.ijycnd.com/play/7axBNqdy/index.m3u8
动作片-掠食城市,https://hd.ijycnd.com/play/Le3pvxa6/index.m3u8
动作片-魔鬼武器,https://hd.ijycnd.com/play/6dB2Z2d7/index.m3u8
动作片-密室死斗,https://hd.ijycnd.com/play/6dB2Jnd7/index.m3u8
动作片-丛林少女之重启,https://hd.ijycnd.com/play/PdR0yLaG/index.m3u8
动作片-闯入17天,https://hd.ijycnd.com/play/0dN2yzdL/index.m3u8
动作片-陆小凤传奇之铁鞋传奇,https://hd.ijycnd.com/play/vbmnkrdY/index.m3u8
动作片-马克思·佩恩,https://hd.ijycnd.com/play/vbmng0dY/index.m3u8
动作片-冲出战俘营,https://hd.ijycnd.com/play/negGy3ew/index.m3u8
动作片-楚留香之盗帅觉醒,https://hd.ijycnd.com/play/0dN2R6dL/index.m3u8
动作片-初级特工,https://hd.ijycnd.com/play/Le3p0xa6/index.m3u8
动作片-迷途之人,https://hd.ijycnd.com/play/negGOlew/index.m3u8
动作片-初恋这首情歌,https://hd.ijycnd.com/play/7axBB9dy/index.m3u8
动作片-陆小凤传奇之银钩赌坊,https://hd.ijycnd.com/play/7axB5qdy/index.m3u8
动作片-洛奇3,https://hd.ijycnd.com/play/PdR00qaG/index.m3u8
动作片-洛奇4,https://hd.ijycnd.com/play/Le3ppMa6/index.m3u8
动作片-骆驼客,https://hd.ijycnd.com/play/negGPYew/index.m3u8
动作片-龙虎铁金刚,https://hd.ijycnd.com/play/QbYnYMdz/index.m3u8
动作片-罗拉快跑,https://hd.ijycnd.com/play/QbYnBndz/index.m3u8
动作片-卢娜,https://hd.ijycnd.com/play/QbYnZMdz/index.m3u8
动作片-流浪者年代记,https://hd.ijycnd.com/play/negGXkew/index.m3u8
动作片-陆小凤传奇之剑神一笑,https://hd.ijycnd.com/play/vbmnk9dY/index.m3u8
动作片-龙少爷,https://hd.ijycnd.com/play/xe7wyye7/index.m3u8
动作片-龙虎少年队,https://hd.ijycnd.com/play/0dN2KDdL/index.m3u8
动作片-陈真之拳镇山河,https://hd.ijycnd.com/play/Le3prOa6/index.m3u8
动作片-龙与地下城2：龙王的愤怒,https://hd.ijycnd.com/play/zbqrp0dp/index.m3u8
动作片-龙之心,https://hd.ijycnd.com/play/7axBz3dy/index.m3u8
动作片-不败雄心,https://hd.ijycnd.com/play/zbqXw3ap/index.m3u8
动作片-喀土穆,https://hd.ijycnd.com/play/vbmnZpdY/index.m3u8
动作片-狼牙脩皇后,https://hd.ijycnd.com/play/QdJ2NvdO/index.m3u8
动作片-雷霆战警,https://hd.ijycnd.com/play/vbmnE3dY/index.m3u8
动作片-狼族盟约,https://hd.ijycnd.com/play/PdR01YaG/index.m3u8
动作片-李小龙我的兄弟,https://hd.ijycnd.com/play/Le3pjpa6/index.m3u8
动作片-绝地双尊,https://hd.ijycnd.com/play/zbqrR3dp/index.m3u8
动作片-狂野追踪,https://hd.ijycnd.com/play/vbmnQAdY/index.m3u8
动作片-廉政第一击,https://hd.ijycnd.com/play/PdR08waG/index.m3u8
动作片-决战死亡线,https://hd.ijycnd.com/play/xe7w8we7/index.m3u8
动作片-苍狼之特战突击,https://hd.ijycnd.com/play/vbmnyndY/index.m3u8
动作片-请帖,https://hd.ijycnd.com/play/zbqlnkap/index.m3u8
动作片-最佳拍档,https://hd.ijycnd.com/play/PdRPWLaG/index.m3u8
动作片-黑狱逃杀,https://hd.ijycnd.com/play/0dNYM6bL/index.m3u8
动作片-深入敌后,https://hd.ijycnd.com/play/6dBP4Na7/index.m3u8
动作片-黑暗真相,https://hd.ijycnd.com/play/0dNYAvbL/index.m3u8
动作片-深海之战,https://hd.ijycnd.com/play/QbYyGMbz/index.m3u8
动作片-中英街探案,https://hd.ijycnd.com/play/vbmYJrbY/index.m3u8
动作片-柳堡的女人们,https://hd.ijycnd.com/play/zbqlNGap/index.m3u8
动作片-黑夜怪客,https://hd.ijycnd.com/play/PdRP3KaG/index.m3u8
动作片-情侠追风剑,https://hd.ijycnd.com/play/zbqlmDap/index.m3u8
动作片-灵魂战车（原声版）,https://hd.ijycnd.com/play/negn4kdw/index.m3u8
动作电影43,#genre#
动作片-忍者2：撕裂的暗影,https://hd.ijycnd.com/play/vbmY1ObY/index.m3u8
动作片-流氓公仆 流氓公僕（普通话）,https://hd.ijycnd.com/play/7ax2Xqdy/index.m3u8
动作片-终极斗士2,https://hd.ijycnd.com/play/QdJN3PdO/index.m3u8
动作片-流氓公仆,https://hd.ijycnd.com/play/QbYygnbz/index.m3u8
动作片-烈火战车2极速传说(原声版),https://hd.ijycnd.com/play/QbYyJYbz/index.m3u8
动作片-陆行鲨,https://hd.ijycnd.com/play/Le3y7rb6/index.m3u8
动作片-深海狂鲨（国语版）,https://hd.ijycnd.com/play/0dNYvDbL/index.m3u8
动作片-龙兄虎弟,https://hd.ijycnd.com/play/xe7pjAa7/index.m3u8
动作片-人吓人,https://hd.ijycnd.com/play/7ax2R9dy/index.m3u8
动作片-灵魂战车2：复仇时刻（原声版）,https://hd.ijycnd.com/play/QdJNpgdO/index.m3u8
动作片-致命快感,https://hd.ijycnd.com/play/6dBPWka7/index.m3u8
动作片-河盗,https://hd.ijycnd.com/play/xe7prQa7/index.m3u8
动作片-灵魂战车（国语版）,https://hd.ijycnd.com/play/QdJNgKdO/index.m3u8
动作片-蛇鹤八步,https://hd.ijycnd.com/play/6dBPAQa7/index.m3u8
动作片-海滩游侠,https://hd.ijycnd.com/play/Le3yx9b6/index.m3u8
动作片-拳锋,https://hd.ijycnd.com/play/Le3ynAb6/index.m3u8
动作片-合气道,https://hd.ijycnd.com/play/7ax2Aldy/index.m3u8
动作片-少女打擂台,https://hd.ijycnd.com/play/PdRPywaG/index.m3u8
动作片-奇门怪招烂头蟀,https://hd.ijycnd.com/play/vbmYErbY/index.m3u8
动作片-烈火战车2_极速传说(普通话版),https://hd.ijycnd.com/play/7ax2WPdy/index.m3u8
动作片-黑狼行动之迷你侠,https://hd.ijycnd.com/play/QdJNoJdO/index.m3u8
动作片-射杀英雄,https://hd.ijycnd.com/play/PdRPGEaG/index.m3u8
动作片-战·修罗,https://hd.ijycnd.com/play/Le3yqpb6/index.m3u8
动作片-越空狂龙,https://hd.ijycnd.com/play/QdJNxvdO/index.m3u8
动作片-再看我一眼,https://hd.ijycnd.com/play/negn9jdw/index.m3u8
动作片-豪情,https://hd.ijycnd.com/play/0dNYr8bL/index.m3u8
动作片-上海滩十三太保,https://hd.ijycnd.com/play/6dBPy2a7/index.m3u8
动作片-猎杀活死人,https://hd.ijycnd.com/play/PdRPmVaG/index.m3u8
动作片-战争游戏：极日,https://hd.ijycnd.com/play/QbYywAbz/index.m3u8
动作片-上海正午2：上海骑士,https://hd.ijycnd.com/play/Le3yG4b6/index.m3u8
动作片-越域重生,https://hd.ijycnd.com/play/0dNYBNbL/index.m3u8
动作片-再见阿郎,https://hd.ijycnd.com/play/zbqlkkap/index.m3u8
动作片-少年赌圣,https://hd.ijycnd.com/play/negnWjdw/index.m3u8
动作片-狱中龙,https://hd.ijycnd.com/play/zbql5Rap/index.m3u8
动作片-七煞,https://hd.ijycnd.com/play/xe7p91a7/index.m3u8
动作片-古玩大亨,https://hd.ijycnd.com/play/xe7pXya7/index.m3u8
动作片-少林僵尸,https://hd.ijycnd.com/play/xe7p0Oa7/index.m3u8
动作片-少林传人,https://hd.ijycnd.com/play/0dNYyNbL/index.m3u8
动作片-女捕快,https://hd.ijycnd.com/play/vbmqrpbY/index.m3u8
动作片-来福进城,https://hd.ijycnd.com/play/PdRP8KaG/index.m3u8
动作片-空山灵雨,https://hd.ijycnd.com/play/negnpkdw/index.m3u8
动作片-杀死比尔2,https://hd.ijycnd.com/play/QbYy5Mbz/index.m3u8
动作片-南少林与北少林,https://hd.ijycnd.com/play/6dBrZXd7/index.m3u8
动作片-七剑,https://hd.ijycnd.com/play/7ax2nBdy/index.m3u8
动作片-杀破狼2,https://hd.ijycnd.com/play/PdRPOEaG/index.m3u8
动作片-狂蟒之灾,https://hd.ijycnd.com/play/vbmYy9bY/index.m3u8
动作片-女侠卖人头,https://hd.ijycnd.com/play/0dNONmeL/index.m3u8
动作片-狂妃千寻,https://hd.ijycnd.com/play/0dNY0DbL/index.m3u8
动作片-山东响马,https://hd.ijycnd.com/play/QdJNzodO/index.m3u8
动作电影44,#genre#
动作片-新大白鲨（国语版）,https://hd.ijycnd.com/play/QdJN72dO/index.m3u8
动作片-杀破狼·贪狼(粤语版),https://hd.ijycnd.com/play/negnZkdw/index.m3u8
动作片-杀手之王,https://hd.ijycnd.com/play/7ax223dy/index.m3u8
动作片-辣手枭雄,https://hd.ijycnd.com/play/6dBP1Na7/index.m3u8
动作片-一门英烈 少林小子,https://hd.ijycnd.com/play/QbYyW2bz/index.m3u8
动作片-绝地危机,https://hd.ijycnd.com/play/xe79vOb7/index.m3u8
动作片-辣妹,https://hd.ijycnd.com/play/QbYyQnbz/index.m3u8
动作片-风流剑客,https://hd.ijycnd.com/play/QdJ8ooaO/index.m3u8
动作片-扫毒2天地对决（粤语版）,https://hd.ijycnd.com/play/7ax2qPdy/index.m3u8
动作片-惊天危机,https://hd.ijycnd.com/play/QbY7Gpez/index.m3u8
动作片-功夫北鼻,https://hd.ijycnd.com/play/negnLrdw/index.m3u8
动作片-扫毒2天地对决（国语版）,https://hd.ijycnd.com/play/0dNYD8bL/index.m3u8
动作片-破里拳,https://hd.ijycnd.com/play/6dBPLQa7/index.m3u8
动作片-卡桑德拉大桥,https://hd.ijycnd.com/play/PdRP6waG/index.m3u8
动作片-杀人曲,https://hd.ijycnd.com/play/QdJN8gdO/index.m3u8
动作片-伏藏师,https://hd.ijycnd.com/play/vbmqKEbY/index.m3u8
动作片-告别紫禁城,https://hd.ijycnd.com/play/7ax2Gldy/index.m3u8
动作片-年轻的心,https://hd.ijycnd.com/play/zbqQNrbp/index.m3u8
动作片-功夫杀手,https://hd.ijycnd.com/play/0dNYLvbL/index.m3u8
动作片-绝命密码站,https://hd.ijycnd.com/play/zbqQwybp/index.m3u8
动作片-凶暴的男人,https://hd.ijycnd.com/play/QbY7oWez/index.m3u8
动作片-飞刀手,https://hd.ijycnd.com/play/xe792Qb7/index.m3u8
动作片-敢死队,https://hd.ijycnd.com/play/PdRPYwaG/index.m3u8
动作片-魔剑侠情,https://hd.ijycnd.com/play/6dBrjQd7/index.m3u8
动作片-目无王法 目無王法,https://hd.ijycnd.com/play/6dBrMkd7/index.m3u8
动作片-绝命北极（国语版）,https://hd.ijycnd.com/play/negp1Daw/index.m3u8
动作片-决斗尤玛镇,https://hd.ijycnd.com/play/7ax6Pzdy/index.m3u8
动作片-卷帘神将,https://hd.ijycnd.com/play/negprZaw/index.m3u8
动作片-明月刀雪夜歼仇,https://hd.ijycnd.com/play/Le36v9d6/index.m3u8
动作片-方世玉与洪熙官,https://hd.ijycnd.com/play/zbqQ5kbp/index.m3u8
动作片-茅山僵尸拳,https://hd.ijycnd.com/play/vbmqOrbY/index.m3u8
动作片-恶客 惡客,https://hd.ijycnd.com/play/0dNOO6eL/index.m3u8
动作片-风云九州3,https://hd.ijycnd.com/play/0dNOqzeL/index.m3u8
动作片-汝海风云,https://hd.ijycnd.com/play/zbqQ12bp/index.m3u8
动作片-警网雄风,https://hd.ijycnd.com/play/Le36Lrd6/index.m3u8
动作片-京武大侠,https://hd.ijycnd.com/play/QbY7LKez/index.m3u8
动作片-凤飞飞,https://hd.ijycnd.com/play/7ax6pndy/index.m3u8
动作片-武动乾坤,https://hd.ijycnd.com/play/7ax6g9dy/index.m3u8
动作片-劫案迷云,https://hd.ijycnd.com/play/0dNOy2eL/index.m3u8
动作片-风云九州2,https://hd.ijycnd.com/play/7ax6Drdy/index.m3u8
动作片-武侠七公主,https://hd.ijycnd.com/play/zbqQ32bp/index.m3u8
动作片-柔道龙虎榜（国语版）,https://hd.ijycnd.com/play/Le36Dxd6/index.m3u8
动作片-锦毛鼠之涅槃重生,https://hd.ijycnd.com/play/QbY7Pnez/index.m3u8
动作片-解码游戏,https://hd.ijycnd.com/play/0dNO6veL/index.m3u8
动作片-柔道龙虎榜（原声版）,https://hd.ijycnd.com/play/vbmqxObY/index.m3u8
动作片-飞渡卷云山,https://hd.ijycnd.com/play/0dNOBveL/index.m3u8
动作片-无名英雄,https://hd.ijycnd.com/play/vbmqmrbY/index.m3u8
动作片-墨西哥情书,https://hd.ijycnd.com/play/zbqQWpbp/index.m3u8
动作片-人皮交易,https://hd.ijycnd.com/play/0dNOn8eL/index.m3u8
动作电影45,#genre#
动作片-金刚狼,https://hd.ijycnd.com/play/vbmqm9bY/index.m3u8
动作片-亡命徒,https://hd.ijycnd.com/play/7ax6yEdy/index.m3u8
动作片-飞鸿笑传,https://hd.ijycnd.com/play/xe79q1b7/index.m3u8
动作片-方世玉之人在江湖,https://hd.ijycnd.com/play/vbmqPRbY/index.m3u8
动作片-方世玉与胡惠乾,https://hd.ijycnd.com/play/vbmqV3bY/index.m3u8
动作片-飞虎精英之人间有情,https://hd.ijycnd.com/play/QdJ8kJaO/index.m3u8
动作片-饿狼谷,https://hd.ijycnd.com/play/6dBrnJd7/index.m3u8
动作片-天启大爆炸,https://hd.ijycnd.com/play/0dNO5LeL/index.m3u8
动作片-火线狙击,https://hd.ijycnd.com/play/negpnYaw/index.m3u8
动作片-天降神兵,https://hd.ijycnd.com/play/negp79aw/index.m3u8
动作片-日本少林,https://hd.ijycnd.com/play/vbmqWGbY/index.m3u8
动作片-任务待续,https://hd.ijycnd.com/play/negp9kaw/index.m3u8
动作片-方世玉,https://hd.ijycnd.com/play/xe79zOb7/index.m3u8
动作片-拳霸2,https://hd.ijycnd.com/play/vbmq7pbY/index.m3u8
动作片-全球风暴,https://hd.ijycnd.com/play/7ax6lrdy/index.m3u8
动作片-飞出个未来大电影2：万背之兽,https://hd.ijycnd.com/play/Le36PAd6/index.m3u8
动作片-方世玉续集,https://hd.ijycnd.com/play/PdRlXYaG/index.m3u8
动作片-人猿泰山,https://hd.ijycnd.com/play/zbqQ97bp/index.m3u8
动作片-江湖了断,https://hd.ijycnd.com/play/6dBr2od7/index.m3u8
动作片-极限特工 xXx,https://hd.ijycnd.com/play/zbqQA3bp/index.m3u8
动作片-甲贺忍法帖,https://hd.ijycnd.com/play/0dNOKNeL/index.m3u8
动作片-魅影特工队,https://hd.ijycnd.com/play/Le36Yrd6/index.m3u8
动作片-加勒比海盗2,https://hd.ijycnd.com/play/6dBrE2d7/index.m3u8
动作片-加勒比海盗,https://hd.ijycnd.com/play/Le36V4d6/index.m3u8
动作片-加勒比海盗5：死无对证,https://hd.ijycnd.com/play/negpDDaw/index.m3u8
动作片-加勒比海盗5：死无对证 （国语版）,https://hd.ijycnd.com/play/xe79y8b7/index.m3u8
动作片-加勒比海盗4：惊涛怪浪,https://hd.ijycnd.com/play/0dNO1meL/index.m3u8
动作片-尖东双虎,https://hd.ijycnd.com/play/6dBrvWd7/index.m3u8
动作片-极限特工2 xXx,https://hd.ijycnd.com/play/xe79Wwb7/index.m3u8
动作片-监狱风云之女逃犯,https://hd.ijycnd.com/play/Le360pd6/index.m3u8
动作片-马永贞,https://hd.ijycnd.com/play/0dNLQvaL/index.m3u8
动作片-逃离欲望岛,https://hd.ijycnd.com/play/6dBr6Jd7/index.m3u8
动作片-多情剑客无情剑,https://hd.ijycnd.com/play/PdRORVeG/index.m3u8
动作片-特警队,https://hd.ijycnd.com/play/negpk6aw/index.m3u8
动作片-火箭手,https://hd.ijycnd.com/play/zbqQ7Gbp/index.m3u8
动作片-夺棍,https://hd.ijycnd.com/play/PdRO4EeG/index.m3u8
动作片-天地逃生,https://hd.ijycnd.com/play/zbqQV3bp/index.m3u8
动作片-铁三角,https://hd.ijycnd.com/play/0dNOXKeL/index.m3u8
动作片-恶虎村,https://hd.ijycnd.com/play/PdRlOKaG/index.m3u8
动作片-卖命小子,https://hd.ijycnd.com/play/QdJ86JaO/index.m3u8
动作片-霍家拳之铁臂娇娃,https://hd.ijycnd.com/play/xe79pjb7/index.m3u8
动作片-夺魂铃,https://hd.ijycnd.com/play/zbqQRpbp/index.m3u8
动作片-火巨蛛2,https://hd.ijycnd.com/play/QdJ882aO/index.m3u8
动作片-球神比吉尔,https://hd.ijycnd.com/play/zbqQYGbp/index.m3u8
动作片-落叶飞刀,https://hd.ijycnd.com/play/7axnpPdy/index.m3u8
动作片-火爆浪子,https://hd.ijycnd.com/play/xe791rb7/index.m3u8
动作片-极道英雄,https://hd.ijycnd.com/play/QbY7Mpez/index.m3u8
动作片-盲侠,https://hd.ijycnd.com/play/negpZ3aw/index.m3u8
动作片-断魂谷,https://hd.ijycnd.com/play/vbmOD3eY/index.m3u8
动作电影46,#genre#
动作片-甩尾王2,https://hd.ijycnd.com/play/negpYGaw/index.m3u8
动作片-坏家伙们,https://hd.ijycnd.com/play/vbmqR9bY/index.m3u8
动作片-情癫大圣(粤语版),https://hd.ijycnd.com/play/xe71P8b7/index.m3u8
动作片-蜀山降魔传,https://hd.ijycnd.com/play/xe7981b7/index.m3u8
动作片-赌场大劫案,https://hd.ijycnd.com/play/PdRO9zeG/index.m3u8
动作片-情癫大圣(国语版),https://hd.ijycnd.com/play/zbq7NDep/index.m3u8
动作片-虎胆龙威5,https://hd.ijycnd.com/play/xe71jQb7/index.m3u8
动作片-黄飞鸿对黄飞鸿,https://hd.ijycnd.com/play/xe796yb7/index.m3u8
动作片-神之一手：鬼手篇,https://hd.ijycnd.com/play/QbYWgOez/index.m3u8
动作片-赌城至尊,https://hd.ijycnd.com/play/zbq7zkep/index.m3u8
动作片-轰天密令 轟天密令,https://hd.ijycnd.com/play/negZwjdw/index.m3u8
动作片-龙虎少爷,https://hd.ijycnd.com/play/vbmO3AeY/index.m3u8
动作片-毒龙潭,https://hd.ijycnd.com/play/vbmOoEeY/index.m3u8
动作片-六刺客,https://hd.ijycnd.com/play/xe71Kwb7/index.m3u8
动作片-龙虎斗 龍虎鬥,https://hd.ijycnd.com/play/QbYWL0ez/index.m3u8
动作片-连城诀,https://hd.ijycnd.com/play/7axnxqdy/index.m3u8
动作片-喋血双雄,https://hd.ijycnd.com/play/PdROyReG/index.m3u8
动作片-神探加吉特2,https://hd.ijycnd.com/play/QdJym9bO/index.m3u8
动作片-冷血十三鹰 冷血十三鷹,https://hd.ijycnd.com/play/0dNL2DaL/index.m3u8
动作片-深海巨妖,https://hd.ijycnd.com/play/Le3QAnb6/index.m3u8
动作片-大侠沈胜衣 大俠沈勝衣,https://hd.ijycnd.com/play/7axnGrdy/index.m3u8
动作片-倩女幽魂3：道道道 (粤语版),https://hd.ijycnd.com/play/QbYWRMez/index.m3u8
动作片-山海伏魔之追月,https://hd.ijycnd.com/play/zbq7B3ep/index.m3u8
动作片-少女杀手,https://hd.ijycnd.com/play/PdROz0eG/index.m3u8
动作片-倩女幽魂3：道道道 (普通话版),https://hd.ijycnd.com/play/Le3QpOb6/index.m3u8
动作片-枪王 (普通话版),https://hd.ijycnd.com/play/vbmOgreY/index.m3u8
动作片-第一诫,https://hd.ijycnd.com/play/negZWYdw/index.m3u8
动作片-杀死琼,https://hd.ijycnd.com/play/xe71Zwb7/index.m3u8
动作片-黑煞,https://hd.ijycnd.com/play/0dNLJKaL/index.m3u8
动作片-倩女幽魂2人间道 (普通话版),https://hd.ijycnd.com/play/QbYWx2ez/index.m3u8
动作片-枪王 (粤语版),https://hd.ijycnd.com/play/QbYWmnez/index.m3u8
动作片-丁丁历险记,https://hd.ijycnd.com/play/zbq70rep/index.m3u8
动作片-大醉侠 大醉俠,https://hd.ijycnd.com/play/6dBNNxd7/index.m3u8
动作片-倩女幽魂2：人间道 (粤语版),https://hd.ijycnd.com/play/vbmOV9eY/index.m3u8
动作片-第五元素,https://hd.ijycnd.com/play/QbYW9Kez/index.m3u8
动作片-天使特务之黑日追击,https://hd.ijycnd.com/play/zbq71Rep/index.m3u8
动作片-烈血暹士,https://hd.ijycnd.com/play/vbmOWOeY/index.m3u8
动作片-少年透明人2,https://hd.ijycnd.com/play/0dNLvKaL/index.m3u8
动作片-东方巨龙,https://hd.ijycnd.com/play/negZo9dw/index.m3u8
动作片-人皮客栈3,https://hd.ijycnd.com/play/0dNLBpaL/index.m3u8
动作片-快活林,https://hd.ijycnd.com/play/xe71pGb7/index.m3u8
动作片-古墓丽影：源起之战（国语版）,https://hd.ijycnd.com/play/xe71WOb7/index.m3u8
动作片-来如风,https://hd.ijycnd.com/play/6dBN1Wd7/index.m3u8
动作片-猎鹰行动,https://hd.ijycnd.com/play/QdJyk2bO/index.m3u8
动作片-老千归来,https://hd.ijycnd.com/play/0dNLjvaL/index.m3u8
动作片-人盾,https://hd.ijycnd.com/play/zbq7mGep/index.m3u8
动作片-海角擒凶,https://hd.ijycnd.com/play/zbq79Gep/index.m3u8
动作片-大刺客,https://hd.ijycnd.com/play/6dBLA2a7/index.m3u8
动作片-全面追捕令,https://hd.ijycnd.com/play/xe71wyb7/index.m3u8
动作片-昆仑道经,https://hd.ijycnd.com/play/QdJyP9bO/index.m3u8
动作电影47,#genre#
动作片-浪客擎苍,https://hd.ijycnd.com/play/PdROKVeG/index.m3u8
动作片-枪神传说,https://hd.ijycnd.com/play/Le3QPxb6/index.m3u8
动作片-狄仁杰之神都龙王,https://hd.ijycnd.com/play/7axnjldy/index.m3u8
动作片-拳脚刑警：唐人街,https://hd.ijycnd.com/play/7axnB3dy/index.m3u8
动作片-教头发威,https://hd.ijycnd.com/play/7axvWndy/index.m3u8
动作片-古惑仔3之只手遮天（粤语版）,https://hd.ijycnd.com/play/Le3Qj4b6/index.m3u8
动作片-大杀四方,https://hd.ijycnd.com/play/0dN9Q6bL/index.m3u8
动作片-枪神无畏,https://hd.ijycnd.com/play/xe712rb7/index.m3u8
动作片-国家保安,https://hd.ijycnd.com/play/PdRO7OeG/index.m3u8
动作片-鬼门奇谈 小和尚捉妖,https://hd.ijycnd.com/play/xe7171b7/index.m3u8
动作片-青眼虎李云,https://hd.ijycnd.com/play/QbYWYAez/index.m3u8
动作片-绝代双骄1979,https://hd.ijycnd.com/play/0dN9PpbL/index.m3u8
动作片-鬼吼断魂刀,https://hd.ijycnd.com/play/zbq7p7ep/index.m3u8
动作片-鬼马功夫,https://hd.ijycnd.com/play/vbmO6GeY/index.m3u8
动作片-等待黎明,https://hd.ijycnd.com/play/vbmO83eY/index.m3u8
动作片-狗狗的疯狂假期,https://hd.ijycnd.com/play/QbYWMOez/index.m3u8
动作片-钱王拳王,https://hd.ijycnd.com/play/negZXrdw/index.m3u8
动作片-怪盗沙晶,https://hd.ijycnd.com/play/zbq7Dyep/index.m3u8
动作片-鬼计双雄,https://hd.ijycnd.com/play/Le3QrAb6/index.m3u8
动作片-古剑奇谭之厌火之乱,https://hd.ijycnd.com/play/QdJyEvbO/index.m3u8
动作片-狂野卧底,https://hd.ijycnd.com/play/negZ2ldw/index.m3u8
动作片-染血王国,https://hd.ijycnd.com/play/negL1Yaw/index.m3u8
动作片-墨西哥裔美国人,https://hd.ijycnd.com/play/vbmOqpeY/index.m3u8
动作片-刀锋战士,https://hd.ijycnd.com/play/negZkZdw/index.m3u8
动作片-女巫季节,https://hd.ijycnd.com/play/QbYvoKdz/index.m3u8
动作片-金菩萨 金菩薩,https://hd.ijycnd.com/play/vbmQ4nbY/index.m3u8
动作片-奇缘,https://hd.ijycnd.com/play/6dBNLxd7/index.m3u8
动作片-高斯奥特曼2 蓝色行星,https://hd.ijycnd.com/play/QdJyyDbO/index.m3u8
动作片-迷你特攻队,https://hd.ijycnd.com/play/zbq7R2ep/index.m3u8
动作片-金衣大侠,https://hd.ijycnd.com/play/Le3289d6/index.m3u8
动作片-街市英雄,https://hd.ijycnd.com/play/QdJqnlbO/index.m3u8
动作片-绝命追杀,https://hd.ijycnd.com/play/zbqYw2bp/index.m3u8
动作片-大海盗,https://hd.ijycnd.com/play/QdJqpvbO/index.m3u8
动作片-绝命盗窃,https://hd.ijycnd.com/play/Le32oxd6/index.m3u8
